ResponseID,Response_Zip_Code
1151,930352214
1152,910015541
1153,922512099
1154,917674606
1155,925034260
1156,900065501
1157,932926812
1158,913351848
1159,911011011
1160,903032526
1161,917622426
1162,936543335
1163,900022404
1164,923244672
1165,922431449
1166,934364586
1167,903013611
1168,925443183
1169,918014828
1170,917643509
1171,922273413
1172,912022829
1173,906061318
1174,902557403
1175,925051128
1176,927081804
1177,900372090
1178,913445442
1179,907314809
1180,917413967
1181,900034600
1182,900182943
1183,917322107
1184,913433312
1185,900412414
1186,907444535
1187,900225448
1188,925053404
1189,900424011
1190,936183611
1191,900442419
1192,902012102
1193,914235442
1194,912063318
1195,900194921
1196,936188828
1197,922433014
1198,900271558
1199,922012431
1200,935356736
1201,923355198
1202,900413240
1203,900275506
1204,917063949
1205,935525842
1206,902556827
1207,916045046
1208,900474539
1209,910015532
1210,923377940
1211,900474249
1212,932922353
1213,902756546
1214,900161017
1215,935365957
1216,900422642
1217,916071192
1218,917665328
1219,927085311
1220,902557411
1221,900622812
1222,916064034
1223,900291895
1224,936181567
1225,902474118
1226,935054947
1227,936472243
1228,900591512
1229,910013030
1230,900275521
1231,900034008
1232,924111740
1233,923353637
1234,935367146
1235,911071900
1236,917663461
1237,911061518
1238,928025006
1239,927042164
1240,913401112
1241,900434304
1242,917063635
1243,902500334
1244,925046315
1245,925433049
1246,918012188
1247,914064752
1248,924111329
1249,922435300
1250,903054853
1251,935355234
1252,900434508
1253,927043206
1254,935346324
1255,905013885
1256,911074051
1257,914033735
1258,922432729
1259,932455102
1260,900233107
1261,914054113
1262,900411253
1263,932772016
1264,924103609
1265,900371813
1266,907451232
1267,932921717
1268,900162942
1269,912064957
1270,906702306
1271,906063128
1272,936182532
1273,900272716
1274,917322415
1275,922519660
1276,917331219
1277,932303731
1278,913315046
1279,917323616
1280,916071184
1281,900085241
1282,911073252
1283,903032802
1284,900413323
1285,900263994
1286,925075893
1287,927033206
1288,903051885
1289,900021939
1290,902501407
1291,932579504
1292,918011763
1293,922438413
1294,900182936
1295,900115004
1296,922431832
1297,902552842
1298,928823989
1299,900164625
1300,906704202
1301,914065354
1302,930042920
1303,922013118
1304,900115993
1305,900443275
1306,900082327
1307,917914804
1308,903052316
1309,928052709
1310,923377600
1311,900034914
1312,917231127
1313,925458836
1314,928012151
1315,934364121
1316,900421224
1317,932302011
1318,918016525
1319,913421398
1320,900371813
1321,917643119
1322,913314550
1323,913403707
1324,917404465
1325,900162312
1326,922231437
1327,935607044
1328,932306759
1329,923355501
1330,922431808
1331,917616042
1332,917892076
1333,900184229
1334,900474014
1335,922511461
1336,900632854
1337,900083106
1338,903041613
1339,922313430
1340,900622245
1341,900372663
1342,917323080
1343,924054514
1344,913253912
1345,917621727
1346,902553692
1347,922547028
1348,900163914
1349,928801069
1350,900161619
1351,925043759
1352,925065383
1353,917632032
1354,917322333
1355,924043943
1356,934057431
1357,935505496
1358,914063010
1359,900472825
1360,900181035
1361,913424310
1362,928792608
1363,914112380
1364,922434407
1365,932921501
1366,927040636
1367,935502903
1368,900446571
1369,902013041
1370,900682308
1371,917675215
1372,935355659
1373,900013612
1374,900453115
1375,911062204
1376,936183629
1377,932154005
1378,902621806
1379,917652750
1380,930362981
1381,914112275
1382,927043142
1383,932232209
1384,900462533
1385,918014462
1386,930352732
1387,917022499
1388,931172448
1389,900183327
1390,917622232
1391,932576278
1392,922012125
1393,922031267
1394,932571858
1395,925033318
1396,900391126
1397,932571760
1398,913402627
1399,900081707
1400,900434865
1401,917624242
1402,900031836
1403,902803325
1404,931033017
1405,900655019
1406,935504219
1407,902806614
1408,907123852
1409,900063754
1410,910014818
1411,917666417
1412,925094464
1413,924075007
1414,902012850
1415,917683618
1416,913421207
1417,902804460
1418,917025054
1419,913403909
1420,914054705
1421,900447007
1422,922434709
1423,900223412
1424,902625258
1425,913453025
1426,903011404
1427,902501985
1428,930361036
1429,925011626
1430,907103226
1431,900263509
1432,934366977
1433,900275803
1434,907314032
1435,913424322
1436,907445838
1437,900081393
1438,928433610
1439,928792504
1440,928055441
1441,900371003
1442,902557030
1443,900321847
1444,913244230
1445,902552520
1446,917633739
1447,911012621
1448,902702521
1449,928052774
1450,922117702
1451,913523829
1452,900262613
1453,900621945
1454,923365485
1455,928861944
1456,900263653
1457,918011551
1458,922499663
1459,907323708
1460,907104027
1461,913451720
1462,930303853
1463,900422146
1464,922231963
1465,934024432
1466,900591108
1467,916052344
1468,928055235
1469,917674229
1470,917634394
1471,900321507
1472,918015210
1473,900373008
1474,900473511
1475,902203817
1476,900113610
1477,930365425
1478,922271773
1479,924112339
1480,900593443
1481,900195445
1482,900043492
1483,932574853
1484,917321811
1485,900181530
1486,917221126
1487,925044508
1488,930108515
1489,900032432
1490,932351412
1491,913451226
1492,907314573
1493,925031230
1494,924111553
1495,914066755
1496,900432926
1497,925062069
1498,925038067
1499,913402517
1500,932301707
1501,900405604
1502,917701605
1503,922519015
1504,922238515
1505,925445024
1506,923354653
1507,934544146
1508,927042168
1509,906053718
1510,911044924
1511,930362674
1512,922232035
1513,925432857
1514,900435134
1515,913523233
1516,914023765
1517,914111814
1518,914064534
1519,917911724
1520,935346272
1521,900083143
1522,931014010
1523,925044607
1524,922363145
1525,900621708
1526,925095809
1527,907103829
1528,900291416
1529,928826178
1530,923361074
1531,935345180
1532,914016714
1533,917674836
1534,92378
1535,900321274
1536,900265639
1537,917311204
1538,932912710
1539,907321394
1540,914054195
1541,917323512
1542,918012241
1543,900663445
1544,900023614
1545,900471650
1546,902624867
1547,900432600
1548,923355019
1549,917023879
1550,902224047
1551,914112895
1552,900391446
1553,900592825
1554,911032317
1555,900021531
1556,917322701
1557,913357449
1558,918014117
1559,934364807
1560,932572543
1561,917222817
1562,900223404
1563,923371009
1564,934553840
1565,900082626
1566,922438428
1567,900401017
1568,913314233
1569,913423210
1570,92233
1571,913452525
1572,911075333
1573,900446260
1574,922366307
1575,914231101
1576,917302777
1577,914053039
1578,925444828
1579,917664531
1580,900322623
1581,934366336
1582,934368216
1583,917222105
1584,900041849
1585,928810956
1586,925072879
1587,924072359
1588,925011965
1589,900331924
1590,900422709
1591,900402320
1592,923362589
1593,900433111
1594,907313051
1595,932302118
1596,907312206
1597,925835185
1598,903032393
1599,923368732
1600,912064560
1601,922272013
1602,932927309
1603,913432730
1604,900291208
1605,917665101
1606,900012301
1607,906403038
1608,928818780
1609,913314820
1610,923163659
1611,932925265
1612,907442017
1613,934552477
1614,907313100
1615,928042205
1616,913435929
1617,922538204
1618,907314322
1619,922534229
1620,917313246
1621,900023107
1622,928703225
1623,917443315
1624,900392402
1625,900083251
1626,911063427
1627,911074455
1628,900023055
1629,900373623
1630,918012226
1631,935504317
1632,925083271
1633,925445485
1634,934546651
1635,931031910
1636,902702391
1637,900632923
1638,922319670
1639,922018329
1640,900621426
1641,900445263
1642,931101824
1643,900274043
1644,917333757
1645,911063395
1646,925073855
1647,900223639
1648,902806851
1649,931017701
1650,916011851
1651,900231334
1652,932914615
1653,900372716
1654,900381232
1655,917324028
1656,900181784
1657,932572306
1658,912065307
1659,917332477
1660,918014009
1661,917862442
1662,917763330
1663,932745634
1664,932923586
1665,925451644
1666,907442733
1667,900163606
1668,922010200
1669,928011754
1670,917664931
1671,922017445
1672,932574025
1673,900033472
1674,906605743
1675,935365652
1676,913435148
1677,907443463
1678,927040635
1679,900022215
1680,932303729
1681,912052503
1682,903033906
1683,900443261
1684,913452616
1685,925438859
1686,911073201
1687,906604679
1688,900023752
1689,92233
1690,911031008
1691,900331828
1692,900291801
1693,918011552
1694,934016034
1695,924112142
1696,911065505
1697,900113022
1698,902554217
1699,932302067
1700,913316346
1701,913445704
1702,900313014
1703,934361035
1704,924111812
1705,925836832
1706,922015333
1707,92352
1708,900434235
1709,925065350
1710,914112007
1711,932306932
1712,900471945
1713,900113340
1714,922110456
1715,913446223
1716,911061005
1717,922204614
1718,902624752
1719,934363357
1720,936152053
1721,914053293
1722,902213610
1723,936319200
1724,932573210
1725,936482706
1726,932912611
1727,917322504
1728,928054018
1729,925053638
1730,900021914
1731,902216806
1732,900031829
1733,913311859
1734,931011267
1735,900184228
1736,900082545
1737,917221219
1738,931171780
1739,923248495
1740,922434045
1741,900432353
1742,900011109
1743,907443749
1744,900445002
1745,913401716
1746,925064110
1747,913356926
1748,900393543
1749,922311723
1750,935517942
1751,935367126
1752,931053228
1753,925082505
1754,900334123
1755,902402527
1756,913443748
1757,925046101
1758,900444733
1759,900083324
1760,922511832
1761,918015523
1762,900321531
1763,900111817
1764,90059
1765,917442147
1766,907444210
1767,924101104
1768,900446317
1769,924052218
1770,902212606
1771,930306085
1772,902202246
1773,923352012
1774,900421113
1775,900082620
1776,934551328
1777,914022157
1778,917023816
1779,900033601
1780,924101421
1781,932303965
1782,925434126
1783,925031328
1784,900223307
1785,900023564
1786,932211239
1787,913401922
1788,912011389
1789,932154234
1790,932772509
1791,930300160
1792,913313126
1793,924103011
1794,900474721
1795,934367729
1796,922501424
1797,932669747
1798,900274421
1799,907444508
1800,924053417
1801,934555222
1802,922433930
1803,931014381
1804,906603062
1805,902806646
1806,922205829
1807,932301614
1808,902557111
1809,907314508
1810,922512103
1811,913315127
1812,930300686
1813,925072864
1814,900372702
1815,900013601
1816,916053188
1817,923354316
1818,917222604
1819,914051392
1820,907313177
1821,900223308
1822,907441263
1823,900081007
1824,922277715
1825,934552627
1826,926837507
1827,917323474
1828,922366843
1829,913424154
1830,900183809
1831,900181005
1832,900372917
1833,900114659
1834,932351228
1835,923355885
1836,906202427
1837,907442515
1838,923355166
1839,914021711
1840,917675045
1841,932771828
1842,917063633
1843,900291111
1844,923356672
1845,934552923
1846,934552946
1847,917661337
1848,907321537
1849,900312814
1850,900012906
1851,917644864
1852,932302060
1853,917684109
1854,930361164
1855,913311517
1856,922432956
1857,931011490
1858,903018724
1859,935356708
1860,900183123
1861,917673305
1862,907466997
1863,903021428
1864,931011565
1865,93201
1866,935343406
1867,935364547
1868,923243646
1869,900083962
1870,902806951
1871,925452405
1872,935342035
1873,911031422
1874,917221922
1875,917521353
1876,900322227
1877,917663202
1878,923352381
1879,900114302
1880,925061193
1881,913445311
1882,922361337
1883,927061918
1884,911052143
1885,932571880
1886,925013460
1887,900611563
1888,934364233
1889,900413144
1890,900612536
1891,914054710
1892,925096665
1893,900221858
1894,900232411
1895,913316334
1896,900372339
1897,917626843
1898,905013845
1899,900063505
1900,932153788
1901,922205626
1902,917025036
1903,900592753
1904,900071710
1905,935352615
1906,900332522
1907,922312382
1908,900288364
1909,925041615
1910,922311716
1911,913311167
1912,928793103
1913,922013924
1914,923361487
1915,925835801
1916,933125101
1917,900165812
1918,902805113
1919,900114348
1920,922434418
1921,900032816
1922,903016349
1923,932575067
1924,917322916
1925,925044656
1926,935366290
1927,934363202
1928,917763037
1929,916022148
1930,918011732
1931,923362378
1932,916056933
1933,916074387
1934,900185102
1935,902212431
1936,922204726
1937,935365953
1938,902804154
1939,935352673
1940,932303445
1941,925452521
1942,902804766
1943,900471725
1944,900082250
1945,910304136
1946,900621227
1947,900445893
1948,900081914
1949,913313413
1950,922433532
1951,922313389
1952,913315734
1953,900222518
1954,900443911
1955,922202304
1956,934555679
1957,900446005
1958,914014539
1959,900182012
1960,917623712
1961,900472628
1962,917221404
1963,92341
1964,922361374
1965,928024339
1966,900441008
1967,932429520
1968,935512841
1969,903052709
1970,917025644
1971,932770703
1972,928055636
1973,931011920
1974,907445639
1975,932501670
1976,924111760
1977,906042525
1978,925034354
1979,917462138
1980,900222613
1981,917643320
1982,931052663
1983,935341771
1984,932912059
1985,900275446
1986,935355850
1987,927042021
1988,918013179
1989,913452327
1990,900071520
1991,917893526
1992,900083727
1993,907311829
1994,900321787
1995,917701178
1996,900341508
1997,917333534
1998,907442806
1999,906604815
2000,930362487
2001,925061972
2002,925452510
2003,900225226
2004,912032710
2005,902214519
2006,900392649
2007,922772553
2008,925456801
2009,902204440
2010,913434031
2011,900311215
2012,906012984
2013,900651554
2014,922204302
2015,922438426
2016,906013837
2017,925433064
2018,932572599
2019,902555431
2020,900023565
2021,900032519
2022,907102712
2023,922511616
2024,900042118
2025,930362558
2026,934582839
2027,917332103
2028,906211933
2029,900114504
2030,917441933
2031,900042118
2032,917621019
2033,902624852
2034,917312112
2035,935346329
2036,913313052
2037,917321925
2038,900294201
2039,913311920
2040,900083907
2041,916014073
2042,903032182
2043,925445082
2044,900431339
2045,912071452
2046,917904004
2047,910402868
2048,931053771
2049,932574561
2050,922312009
2051,935344935
2052,918013019
2053,916055641
2054,923363729
2055,902557045
2056,913317004
2057,903033039
2058,923763950
2059,913433105
2060,917025739
2061,928061662
2062,900443028
2063,907443217
2064,900082811
2065,917106309
2066,900652910
2067,902802817
2068,907234777
2069,917864039
2070,900472266
2071,900083922
2072,900232122
2073,903051335
2074,900182208
2075,917304650
2076,912041500
2077,912014503
2078,900191701
2079,923249788
2080,930369051
2081,932924048
2082,900653064
2083,900292903
2084,913422661
2085,907313000
2086,934363210
2087,927071104
2088,913401108
2089,932578913
2090,917664937
2091,914064921
2092,931012088
2093,900633051
2094,916062637
2095,900331738
2096,916062637
2097,900452866
2098,922118262
2099,934226610
2100,900034200
2101,928052144
2102,902224024
2103,902751607
2104,900271504
2105,917911306
2106,907441509
2107,900032706
2108,932153231
2109,930361183
2110,925447023
2111,934364566
2112,903012627
2113,900381763
2114,900651826
2115,900473800
2116,936184075
2117,900162838
2118,917911312
2119,900632220
2120,922512081
2121,934365646
2122,930333239
2123,913311514
2124,900592360
2125,922512050
2126,925442755
2127,900622731
2128,902602219
2129,922273211
2130,924101845
2131,932151446
2132,918013771
2133,917102185
2134,925489565
2135,900233015
2136,936183905
2137,900264380
2138,907314533
2139,900163611
2140,900286860
2141,914113668
2142,923378328
2143,93219
2144,917703654
2145,930303430
2146,930368843
2147,922012131
2148,932307703
2149,902213123
2150,932304035
2151,900113911
2152,926476756
2153,917752434
2154,925834336
2155,900163614
2156,932154750
2157,900031268
2158,902212140
2159,900291072
2160,935356137
2161,917752434
2162,900593220
2163,917683133
2164,900084526
2165,928705120
2166,923353796
2167,917543252
2168,913422756
2169,906706003
2170,922204959
2171,932153146
2172,903021804
2173,930305596
2174,924111813
2175,924103902
2176,928044514
2177,925031255
2178,928824132
2179,900233118
2180,930361434
2181,918011809
2182,907313259
2183,924042555
2184,907312157
2185,930306152
2186,922206643
2187,924044757
2188,907444248
2189,932306373
2190,917663754
2191,900263075
2192,934056136
2193,913437841
2194,932454353
2195,917333156
2196,917661525
2197,902212849
2198,907443253
2199,932679600
2200,900082221
2201,917023004
2202,900444921
2203,932861118
2204,900322448
2205,900274440
2206,903021333
2207,907445311
2208,900452256
2209,916064261
2210,911061089
2211,925823141
2212,900033439
2213,902804832
2214,900071856
2215,917762954
2216,935341024
2217,900434310
2218,936462159
2219,905014804
2220,907453210
2221,900031906
2222,911012903
2223,924053439
2224,903036323
2225,911011244
2226,928011429
2227,932925119
2228,913315805
2229,900034733
2230,907312221
2231,900182839
2232,917662601
2233,911074847
2234,913425024
2235,917013404
2236,923372502
2237,900771513
2238,907441105
2239,922275100
2240,900394016
2241,92249
2242,900163201
2243,925822719
2244,922432227
2245,900184213
2246,900041913
2247,916062024
2248,902804116
2249,917311505
2250,900322856
2251,932305718
2252,917763368
2253,914053806
2254,922201468
2255,932304049
2256,900464303
2257,924052518
2258,900472022
2259,922431553
2260,917634092
2261,902491665
2262,930333622
2263,934362123
2264,902553583
2265,924045458
2266,900442009
2267,900184043
2268,902806532
2269,900323750
2270,900373903
2271,917663750
2272,934582712
2273,913403917
2274,934367034
2275,900473331
2276,932913764
2277,925834762
2278,935352622
2279,900591623
2280,925441912
2281,917232566
2282,917641841
2283,925459537
2284,923243827
2285,925457037
2286,935513109
2287,930338002
2288,930303931
2289,913672734
2290,917322210
2291,922501481
2292,930331620
2293,907316981
2294,925072908
2295,914022733
2296,922271890
2297,92281
2298,914231090
2299,922204655
2300,900288278
2301,907234417
2302,902552860
2303,928431600
2304,900184023
2305,907456553
2306,917322336
2307,934542510
2308,911033369
2309,925071101
2310,935364225
2311,930337468
2312,900264824
2313,902503550
2314,913423471
2315,900184229
2316,914065439
2317,900012816
2318,913421594
2319,925044001
2320,900423208
2321,900443302
2322,900114347
2323,907441213
2324,900042251
2325,928012335
2326,900261714
2327,917025961
2328,917231100
2329,928053806
2330,934205803
2331,927071213
2332,922202205
2333,932452053
2334,935354025
2335,900381624
2336,907443720
2337,927806315
2338,923370509
2339,902554508
2340,924101325
2341,900163088
2342,932776928
2343,900232320
2344,900622813
2345,936464011
2346,900232307
2347,922117812
2348,935367189
2349,911032428
2350,900082243
2351,900621807
2352,934587735
2353,913427319
2354,935523792
2355,900443554
2356,913674013
2357,936472127
2358,900373835
2359,911073730
2360,913443842
2361,910241923
2362,925836803
2363,930043204
2364,913403825
2365,900444531
2366,932801927
2367,922204350
2368,900222637
2369,928796115
2370,928801274
2371,932301631
2372,913525052
2373,922434020
2374,900292053
2375,927034536
2376,934015180
2377,902212507
2378,924101423
2379,934368228
2380,902756545
2381,922018119
2382,926272958
2383,900312713
2384,903032439
2385,935351031
2386,907314935
2387,914022960
2388,900181606
2389,918032330
2390,906702727
2391,900392742
2392,932914013
2393,926062631
2394,924054334
2395,900373308
2396,931011337
2397,900621550
2398,932575316
2399,900371517
2400,900161889
2401,925445441
2402,902213320
2403,907314062
2404,923241444
2405,917323448
2406,932305757
2407,900021949
2408,900112326
2409,900322616
2410,917621749
2411,902805971
2412,928055181
2413,900112927
2414,900223221
2415,900472015
2416,928042246
2417,924044967
2418,902502538
2419,900446108
2420,900034907
2421,900265105
2422,934586515
2423,900651109
2424,922433522
2425,913313648
2426,932922336
2427,930362808
2428,900032540
2429,923773945
2430,922433414
2431,900163018
2432,932307672
2433,900433646
2434,917222121
2435,925452483
2436,932914162
2437,907442024
2438,900011229
2439,928043967
2440,900034730
2441,932921488
2442,900621725
2443,917913320
2444,917632539
2445,934545294
2446,900423139
2447,902212058
2448,913313253
2449,913262806
2450,917901005
2451,932302904
2452,928055625
2453,900023504
2454,917632901
2455,928602358
2456,900165206
2457,930305508
2458,900225318
2459,932451723
2460,922518502
2461,900111213
2462,900444102
2463,900114426
2464,917024553
2465,911075231
2466,906704445
2467,932211552
2468,922015800
2469,900446426
2470,902215230
2471,914113357
2472,932921782
2473,913314129
2474,914065038
2475,930361741
2476,922603716
2477,902201924
2478,935346215
2479,928673755
2480,935523795
2481,903035080
2482,917865242
2483,906404541
2484,928601494
2485,900222509
2486,932452840
2487,922202262
2488,900591533
2489,932578840
2490,935366349
2491,918011386
2492,927041414
2493,934013502
2494,928054941
2495,902802287
2496,928602665
2497,930338729
2498,931091633
2499,930352517
2500,900591921
2501,922204960
2502,917022554
2503,932501529
2504,900111840
2505,925052305
2506,902624201
2507,922431516
2508,927041450
2509,900222604
2510,930352214
2511,923355305
2512,900472020
2513,913453208
2514,911064415
2515,900164873
2516,92273
2517,928064653
2518,932308164
2519,914052076
2520,924045007
2521,936152216
2522,900473745
2523,923764615
2524,922511504
2525,902705616
2526,900443368
2527,902804492
2528,932925052
2529,911043549
2530,925031922
2531,932452115
2532,906605301
2533,932572020
2534,918011206
2535,911011413
2536,907311401
2537,902012102
2538,928055253
2539,928054288
2540,900114710
2541,923353339
2542,925075115
2543,927043513
2544,928797889
2545,906304940
2546,925307262
2547,900085287
2548,900181119
2549,900423596
2550,927034607
2551,907325068
2552,936182922
2553,934553876
2554,925041557
2555,928012337
2556,923161709
2557,935363178
2558,900034305
2559,914065018
2560,923356048
2561,924076742
2562,902508602
2563,902214317
2564,900621441
2565,900111722
2566,914055514
2567,902504774
2568,913425089
2569,906601471
2570,935354867
2571,922201290
2572,902502626
2573,900621856
2574,902221203
2575,924111639
2576,913434432
2577,913402302
2578,923161989
2579,922206022
2580,925012555
2581,923161248
2582,907444313
2583,923353988
2584,917911246
2585,934553419
2586,925043410
2587,917632241
2588,902554741
2589,935354824
2590,922313543
2591,913428359
2592,930412723
2593,923361220
2594,900222712
2595,917232625
2596,928051550
2597,902806116
2598,917521343
2599,922518963
2600,932302313
2601,928795800
2602,902804731
2603,932301572
2604,900112256
2605,934366487
2606,917617406
2607,900183210
2608,900443204
2609,902552503
2610,900373140
2611,917701490
2612,925094249
2613,900023252
2614,925053404
2615,917663807
2616,912063108
2617,900433140
2618,935514406
2619,907311934
2620,932918968
2621,907442732
2622,900275304
2623,930334009
2624,900153371
2625,913421571
2626,900633130
2627,913422835
2628,93219
2629,911062144
2630,914051809
2631,906604694
2632,935367313
2633,900632833
2634,935512661
2635,917672755
2636,900431149
2637,924082983
2638,917663735
2639,903025971
2640,900471203
2641,913524902
2642,934581841
2643,922013262
2644,902806605
2645,935364557
2646,922015263
2647,913315031
2648,900653006
2649,907315208
2650,932922393
2651,930353063
2652,918011984
2653,918014828
2654,902212043
2655,917665152
2656,902555257
2657,931016172
2658,924112417
2659,928042614
2660,917555811
2661,900322739
2662,902203820
2663,917022934
2664,913314134
2665,900112600
2666,900591332
2667,922018723
2668,900012412
2669,917444917
2670,911061111
2671,932914894
2672,900267286
2673,92233
2674,936544006
2675,903011311
2676,932744825
2677,931033413
2678,907312950
2679,922518949
2680,915012533
2681,932571076
2682,900634131
2683,917647406
2684,907313921
2685,914011751
2686,900591107
2687,931016455
2688,913422314
2689,902221919
2690,922016409
2691,911073242
2692,902012257
2693,900222731
2694,900421114
2695,917664663
2696,922512500
2697,935344943
2698,922012130
2699,902213028
2700,900012738
2701,934016041
2702,924070553
2703,935366874
2704,931104065
2705,922362621
2706,913253544
2707,923357767
2708,922202331
2709,917891635
2710,917615755
2711,917617964
2712,923162710
2713,925051104
2714,928053367
2715,912062219
2716,900272809
2717,913433139
2718,930231538
2719,932501217
2720,932351457
2721,900046242
2722,923355521
2723,925051365
2724,917231426
2725,928404461
2726,913425014
2727,900434408
2728,902016014
2729,917094259
2730,935607254
2731,925433800
2732,918014015
2733,928601550
2734,906503353
2735,900021110
2736,902212038
2737,917801718
2738,900472327
2739,900084502
2740,907441916
2741,900194388
2742,917455102
2743,932574325
2744,923365047
2745,925036757
2746,907316208
2747,935365138
2748,900321531
2749,931054203
2750,900022821
2751,922204262
2752,912042632
2753,900232944
2754,930337772
2755,922434588
2756,917313302
2757,900288378
2758,900164522
2759,900312102
2760,934551603
2761,902806820
2762,924103900
2763,917641621
2764,922499657
2765,932571741
2766,913446840
2767,902555327
2768,934553906
2769,935346324
2770,900264552
2771,900083772
2772,915041839
2773,922231720
2774,906053643
2775,922012204
2776,900163544
2777,900432429
2778,922314120
2779,913422446
2780,900195853
2781,931091721
2782,900434053
2783,913313349
2784,922201276
2785,900332750
2786,932578872
2787,925052520
2788,917652750
2789,900434232
2790,900421618
2791,923355728
2792,900474249
2793,932571137
2794,902556305
2795,934556647
2796,907445128
2797,907312504
2798,932772730
2799,930305201
2800,900621115
2801,900433056
2802,928046152
2803,913426400
2804,900192459
2805,913445442
2806,900224008
2807,935357414
2808,925836057
2809,900042144
2810,925075323
2811,923363050
2812,932212009
2813,927042027
2814,930352356
2815,934015908
2816,924052532
2817,900472610
2818,931011490
2819,900372939
2820,924112846
2821,902202938
2822,917633005
2823,935523951
2824,925043732
2825,922501003
2826,925446579
2827,922273313
2828,935512939
2829,900032335
2830,932306057
2831,934554244
2832,900182907
2833,900121677
2834,928055234
2835,914064989
2836,907442809
2837,922433552
2838,917682408
2839,928052747
2840,900153322
2841,934367215
2842,934364704
2843,902802490
2844,930307695
2845,927033313
2846,900331541
2847,907103004
2848,92281
2849,900351913
2850,934366416
2851,930305442
2852,900014136
2853,917624328
2854,936542838
2855,900473501
2856,92233
2857,916064451
2858,900021746
2859,907322308
2860,900611910
2861,932577312
2862,902624629
2863,928051452
2864,922231700
2865,934364502
2866,913313338
2867,907312225
2868,900373243
2869,935365876
2870,932571979
2871,925072844
2872,914023326
2873,925011486
2874,900652218
2875,931014336
2876,934364424
2877,925823108
2878,911072946
2879,931112712
2880,900021536
2881,900022334
2882,925835070
2883,900321318
2884,906704151
2885,900372485
2886,932775145
2887,906402206
2888,925832323
2889,928836218
2890,900232021
2891,907444607
2892,917675191
2893,900444340
2894,900443517
2895,905016419
2896,934366741
2897,927085240
2898,911074872
2899,934445703
2900,917761062
2901,907315768
2902,928055750
2903,900271049
2904,902557009
2905,900592715
2906,922499501
2907,923991790
2908,928808934
2909,914052319
2910,913424344
2911,928072759
2912,900633138
2913,925044607
2914,925823269
2915,924112054
2916,914055349
2917,928021515
2918,907234824
2919,931017476
2920,917025609
2921,934364678
2922,900022940
2923,900163463
2924,925449188
2925,932301501
2926,932572802
2927,913313726
2928,928813694
2929,900012020
2930,913523017
2931,935343404
2932,932301284
2933,917065845
2934,917634512
2935,900433643
2936,917406159
2937,917683552
2938,902557030
2939,932575507
2940,902555713
2941,925436962
2942,900593047
2943,917023755
2944,930351527
2945,900381824
2946,900581935
2947,936185100
2948,935352204
2949,928065037
2950,922433938
2951,910064902
2952,927033206
2953,936182826
2954,914364213
2955,900112135
2956,922518964
2957,900434813
2958,913426839
2959,900023253
2960,906032502
2961,925065310
2962,916052812
2963,936181826
2964,900113402
2965,925051756
2966,914054622
2967,928823944
2968,917704054
2969,928054341
2970,900184111
2971,925043756
2972,932154759
2973,900362842
2974,913422311
2975,922362509
2976,902223121
2977,907171505
2978,913423342
2979,922311741
2980,907321394
2981,928071546
2982,900592844
2983,925448746
2984,914064102
2985,900452546
2986,922314116
2987,917454323
2988,936181567
2989,903051538
2990,935354827
2991,900182143
2992,917553503
2993,900472112
2994,900421703
2995,922019308
2996,903053223
